,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,대여일자,대여소번호,대여소,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리,이용시간
0,0,0,0,0,0,0,'2017-11','108',' 서교동 사거리','정기','F','~10대',5,267.66,2.14,9240,112
1,1,1,1,1,1,1,'2017-11','503',' 더샵스타시티 C동 앞','정기','F','~10대',1,0.0,0.0,0,31
2,2,2,2,2,2,2,'2017-11','504',' 신자초교입구교차로','정기','F','~10대',2,105.73,0.82,3560,35
3,3,3,3,3,3,3,'2017-11','505',' 자양사거리 광진아크로텔 앞','정기','F','~10대',1,31.4,0.28,1220,19
4,4,4,4,4,4,4,'2017-11','1031',' 암사동 CBIS','정기','F','~10대',6,192.05,1.92,8220,59
5,5,5,5,5,5,5,'2017-11','1032',' 선사고등학교','정기','F','~10대',4,144.6,1.27,5450,51
6,6,6,6,6,6,6,'2017-11','1033',' 고덕동 아남아파트','정기','F','~10대',11,965.28,8.9,38380,299
7,7,7,7,7,7,7,'2017-11','1036',' 고덕동 주양쇼핑','정기','F','~10대',5,520.2,4.69,20210,107
8,8,8,8,8,8,8,'2017-11','1042','5단지 사이','정기','F','~10대',2,49.94,0.45,1940,29
9,9,9,9,9,9,9,'2017-11','509',' 이마트 버스정류소 옆','정기','F','~10대',5,90.32,1.11,4780,76
10,10,10,10,10,10,10,'2017-11','510',' 서울숲 남문 버스정류소 옆','정기','F','~10대',2,119.68,1.35,5810,75
11,11,11,11,11,11,11,'2017-11','1253',' 오금역 3번 출구 뒤','정기','F','~10대',1,63.32,0.57,2460,41
12,12,12,12,12,12,12,'2017-11','1259',' 방이역 1번출구','정기','F','~10대',1,26.0,0.23,1010,8
13,13,13,13,13,13,13,'2017-11','511',' 서울숲역 4번 출구 옆','정기','F','~10대',4,340.8,3.07,13240,72
14,14,14,14,14,14,14,'2017-11','1269',' 리센츠아파트 ','정기','F','~10대',1,23.32,0.22,950,7
15,15,15,15,15,15,15,'2017-11','512',' 뚝섬역 1번 출구 옆','정기','F','~10대',12,797.9,7.34,31660,202
16,16,16,16,16,16,16,'2017-11','109',' 제일빌딩 앞','정기','F','~10대',2,163.65,1.66,7170,114
17,17,17,17,17,17,17,'2017-11','1527',' 미아역 1번 출구 뒤','정기','F','~10대',1,12.4,0.08,360,1
18,18,18,18,18,18,18,'2017-11','1530',' 광산사거리','정기','F','~10대',1,33.66,0.39,1700,15
19,19,19,19,19,19,19,'2017-11','513',' 뚝섬역 5번 출구 정류소 옆','정기','F','~10대',4,251.86,2.39,10330,85
20,20,20,20,20,20,20,'2017-11',,,'정기','F','~10대',1,74.61,0.73,3140,25
21,21,21,21,21,21,21,'2017-11','514',' 성수사거리 버스정류장 앞','정기','F','~10대',4,167.85,1.52,6560,46
22,22,22,22,22,22,22,'2017-11','1655',' 공릉1단지아파트','정기','F','~10대',1,67.95,0.61,2640,34
23,23,23,23,23,23,23,'2017-11','515',' 광양중학교 앞','정기','F','~10대',3,356.26,3.08,13230,64
24,24,24,24,24,24,24,'2017-11','516',' 광진메디칼 앞','정기','F','~10대',4,321.36,2.9,12500,74
25,25,25,25,25,25,25,'2017-11','300',' 정동사거리','정기','F','~10대',8,367.43,3.15,13570,95
26,26,26,26,26,26,26,'2017-11','301',' 경복궁역 7번출구 앞','정기','F','~10대',13,554.51,5.06,21800,148
27,27,27,27,27,27,27,'2017-11','302',' 경복궁역 4번출구 뒤','정기','F','~10대',2,67.41,0.71,3040,50
28,28,28,28,28,28,28,'2017-11','115',' 사루비아 빌딩 앞','정기','F','~10대',1,105.02,0.9,3900,37
29,29,29,29,29,29,29,'2017-11','304',' 광화문역 2번출구 앞','정기','F','~10대',1,33.72,0.3,1310,9
30,30,30,30,30,30,30,'2017-11','1338',' 용문2교 옆','정기','F','~10대',1,195.98,1.64,7070,66
31,31,31,31,31,31,31,'2017-11','305',' 종로구청 옆','정기','F','~10대',19,462.6,4.85,20860,201
32,32,32,32,32,32,32,'2017-11','306',' 광화문역 7번출구 앞','정기','F','~10대',2,61.19,0.52,2230,28
33,33,33,33,33,33,33,'2017-11','310',' 청계광장 옆','정기','F','~10대',5,111.43,1.05,4510,36
34,34,34,34,34,34,34,'2017-11','311',' 서울광장 옆','정기','F','~10대',1,102.45,0.92,3980,34
35,35,35,35,35,35,35,'2017-11','312',' 시청역 1번출구 뒤','정기','F','~10대',7,141.1,1.2,5160,39
36,36,36,36,36,36,36,'2017-11','313',' 서울역 광장 파출소 옆','정기','F','~10대',13,536.64,4.48,19360,100
37,37,37,37,37,37,37,'2017-11','314',' 국립현대미술관','정기','F','~10대',4,190.55,1.77,7690,68
38,38,38,38,38,38,38,'2017-11','315',' 신한은행 안국역지점 옆','정기','F','~10대',23,796.7,7.17,30820,277
39,39,39,39,39,39,39,'2017-11','316',' 종각역 1번출구 앞','정기','F','~10대',5,242.55,2.23,9590,86
40,40,40,40,40,40,40,'2017-11','116',' 일진아이윌아파트 옆','정기','F','~10대',1,48.3,0.5,2140,38
41,41,41,41,41,41,41,'2017-11','324',' 신세계백화점 본점 앞','정기','F','~10대',1,149.11,1.3,5620,39
42,42,42,42,42,42,42,'2017-11','326',' 안국역 5번출구 앞','정기','F','~10대',7,418.76,3.57,15320,105
43,43,43,43,43,43,43,'2017-11','327',' 낙원상가 옆','정기','F','~10대',2,97.56,0.88,3790,33
44,44,44,44,44,44,44,'2017-11','328',' 탑골공원 앞','정기','F','~10대',5,315.81,2.91,12580,114
45,45,45,45,45,45,45,'2017-11','330',' 청계천 한빛광장','정기','F','~10대',1,74.13,0.67,2880,29
46,46,46,46,46,46,46,'2017-11','111',' 상수역 2번출구 앞','정기','F','~10대',3,97.31,1.02,4430,96
47,47,47,47,47,47,47,'2017-11','334',' 종로3가역 2번출구 뒤','정기','F','~10대',4,138.32,1.25,5410,46
48,48,48,48,48,48,48,'2017-11','335',' 종로3가역 15번출구 앞','정기','F','~10대',1,33.26,0.28,1200,10
49,49,49,49,49,49,49,'2017-11','337',' 창경궁 입구','정기','F','~10대',6,97.43,0.97,4170,42
50,50,50,50,50,50,50,'2017-11','338',' 세운스퀘어 앞','정기','F','~10대',2,29.72,0.3,1270,7
51,51,51,51,51,51,51,'2017-11','339',' 종로4가 사거리','정기','F','~10대',4,151.36,1.48,6400,43
52,52,52,52,52,52,52,'2017-11','340',' 혜화동 로터리','정기','F','~10대',16,651.39,6.46,27870,278
53,53,53,53,53,53,53,'2017-11','341',' 혜화역 3번출구 뒤','정기','F','~10대',12,244.23,2.53,10960,81
54,54,54,54,54,54,54,'2017-11','342',' 대학로 마로니에공원','정기','F','~10대',11,496.39,4.8,20640,155
55,55,55,55,55,55,55,'2017-11','343',' 예일빌딩(율곡로) 앞','정기','F','~10대',5,106.98,1.05,4500,81
56,56,56,56,56,56,56,'2017-11','112',' 극동방송국 앞','정기','F','~10대',1,49.61,0.5,2160,15
57,57,57,57,57,57,57,'2017-11','344',' 성균관대 E하우스 앞','정기','F','~10대',33,765.79,7.69,33260,234
58,58,58,58,58,58,58,'2017-11','345',' 서울보증보험본사 앞','정기','F','~10대',9,194.27,1.88,8140,66
59,59,59,59,59,59,59,'2017-11','346',' 맥스타일 앞','정기','F','~10대',13,775.5,8.3,35790,220
60,60,60,60,60,60,60,'2017-11','347',' 동대문역사문화공원역 9번출구 앞','정기','F','~10대',1,170.65,1.72,7430,0
61,61,61,61,61,61,61,'2017-11','349',' 사직동주민센터','정기','F','~10대',32,885.01,9.11,39270,391
62,62,62,62,62,62,62,'2017-11','352',' 중앙고입구 삼거리','정기','F','~10대',2,80.95,0.85,3650,22
63,63,63,63,63,63,63,'2017-11','353',' 재동초교 앞 삼거리','정기','F','~10대',5,196.37,1.97,8510,60
64,64,64,64,64,64,64,'2017-11','117',' 홍은사거리','정기','F','~10대',14,1945.18,17.35,74690,326
65,65,65,65,65,65,65,'2017-11','354',' 포르투갈 대사관 앞','정기','F','~10대',5,130.74,1.11,4790,35
66,66,66,66,66,66,66,'2017-11','355',' 서울사대부속초교 앞','정기','F','~10대',9,153.16,1.29,5570,55
67,67,67,67,67,67,67,'2017-11','356',' KT혜화지사 앞','정기','F','~10대',3,21.72,0.24,1060,10
68,68,68,68,68,68,68,'2017-11','358',' 성대입구 사거리','정기','F','~10대',90,2392.3,23.36,100590,729
69,69,69,69,69,69,69,'2017-11','359',' 원남동사거리','정기','F','~10대',105,2182.24,21.08,90900,676
70,70,70,70,70,70,70,'2017-11','361',' 동묘앞역 1번출구 뒤','정기','F','~10대',1,18.02,0.16,700,4
71,71,71,71,71,71,71,'2017-11','363',' 신설동역 11번출구 뒤','정기','F','~10대',12,375.45,4.32,18590,118
72,72,72,72,72,72,72,'2017-11','364',' 창신역 1번출구 앞','정기','F','~10대',2,130.67,1.32,5690,58
73,73,73,73,73,73,73,'2017-11','113',' 홍대입구역 2번출구 앞','정기','F','~10대',19,1136.01,11.34,48770,402
74,74,74,74,74,74,74,'2017-11','367',' 독립문역 3-1번출구 ','정기','F','~10대',3,193.31,2.13,9210,52
75,75,75,75,75,75,75,'2017-11','368',' SK 서린빌딩 앞','정기','F','~10대',1,99.79,0.97,4200,35
76,76,76,76,76,76,76,'2017-11','369',' 광화문 시민열린마당','정기','F','~10대',1,27.18,0.2,880,8
77,77,77,77,77,77,77,'2017-11','348',' 독립문역 사거리','정기','F','~10대',2,143.51,1.41,6070,26
78,78,78,78,78,78,78,'2017-11','371',' 동대입구역 6번출구 뒤','정기','F','~10대',4,443.76,4.0,17240,142
79,79,79,79,79,79,79,'2017-11','118',' 광흥창역 2번출구 앞','정기','F','~10대',1,93.95,0.85,3650,25
80,80,80,80,80,80,80,'2017-11','375',' 다산 어린이공원','정기','F','~10대',3,135.13,1.22,5250,46
81,81,81,81,81,81,81,'2017-11','377',' 서울역 4번출구 앞','정기','F','~10대',2,37.81,0.3,1310,13
82,82,82,82,82,82,82,'2017-11','378',' 청계7가 사거리','정기','F','~10대',1,52.77,0.48,2050,26
83,83,83,83,83,83,83,'2017-11','379',' 서울역9번출구','정기','F','~10대',3,156.54,1.35,5830,37
84,84,84,84,84,84,84,'2017-11','382',' 약수역 10번출구 앞','정기','F','~10대',5,75.14,0.83,3580,32
85,85,85,85,85,85,85,'2017-11','383',' 신당역 12번 출구 뒤','정기','F','~10대',3,122.63,1.47,6320,92
86,86,86,86,86,86,86,'2017-11','384',' 종로학원본원 ','정기','F','~10대',11,106.58,0.95,4140,30
87,87,87,87,87,87,87,'2017-11','114',' 홍대입구역 8번출구 앞','정기','F','~10대',6,624.48,6.28,27020,222
88,88,88,88,88,88,88,'2017-11','143',' 공덕역 2번출구','정기','F','~10대',1,23.36,0.27,1180,5
89,89,89,89,89,89,89,'2017-11','144',' 공덕역 8번출구','정기','F','~10대',9,297.47,3.09,13280,165
90,90,90,90,90,90,90,'2017-11','145',' 공덕역 5번출구','정기','F','~10대',1,115.34,0.93,3990,32
91,91,91,91,91,91,91,'2017-11','147',' 마포역 4번출구 뒤','정기','F','~10대',2,77.1,0.82,3540,62
92,92,92,92,92,92,92,'2017-11','150',' 서강대역 2번출구 앞','정기','F','~10대',7,217.08,2.39,10360,67
93,93,93,93,93,93,93,'2017-11','151',' 망원1동주민센터','정기','F','~10대',1,28.54,0.32,1360,17
94,94,94,94,94,94,94,'2017-11','152',' 마포구민체육센터 앞','정기','F','~10대',2,47.62,0.43,1850,42
95,95,95,95,95,95,95,'2017-11','153',' 성산2교 사거리','정기','F','~10대',1,25.25,0.2,850,3
96,96,96,96,96,96,96,'2017-11','154',' 마포구청역 ','정기','F','~10대',8,765.28,7.58,32700,245
97,97,97,97,97,97,97,'2017-11','155',' 가좌역1 번출구 뒤','정기','F','~10대',1,96.91,1.01,4370,36
98,98,98,98,98,98,98,'2017-11','156',' 서울서부지방법원 앞','정기','F','~10대',2,106.39,1.07,4600,32
99,99,99,99,99,99,99,'2017-11','158',' 독립문 어린이 공원','정기','F','~10대',6,519.58,4.61,19880,82
100,100,100,100,100,100,100,'2017-11','159',' 이대역 4번 출구','정기','F','~10대',2,76.45,0.68,2970,16
101,101,101,101,101,101,101,'2017-11','163',' 명지전문대학교 정문 앞','정기','F','~10대',1,28.31,0.26,1100,20
102,102,102,102,102,102,102,'2017-11','164',' 북가좌1동 주민센터 ','정기','F','~10대',1,59.6,0.7,3010,20
103,103,103,103,103,103,103,'2017-11','166',' 가재울 초등학교','정기','F','~10대',1,112.53,1.37,5920,28
104,104,104,104,104,104,104,'2017-11','170',' 가재울 뉴타운 주유소 옆','정기','F','~10대',6,558.36,4.42,19020,131
105,105,105,105,105,105,105,'2017-11','171',' 임광빌딩 앞','정기','F','~10대',3,30.9,0.27,1200,11
106,106,106,106,106,106,106,'2017-11','121',' 마포소방서 앞','정기','F','~10대',2,32.07,0.37,1620,11
107,107,107,107,107,107,107,'2017-11','173',' 서대문역 8번출구 앞','정기','F','~10대',1,33.54,0.28,1210,7
108,108,108,108,108,108,108,'2017-11','175',' 홍연2교옆','정기','F','~10대',2,348.82,2.94,12670,75
109,109,109,109,109,109,109,'2017-11','179',' 가좌역 4번출구 앞','정기','F','~10대',7,483.01,5.29,22720,135
110,110,110,110,110,110,110,'2017-11','518',' 청계천 박물관 앞','정기','F','~10대',10,237.84,2.38,10180,202
111,111,111,111,111,111,111,'2017-11','519',' 양지사거리','정기','F','~10대',1,40.65,0.41,1770,10
112,112,112,112,112,112,112,'2017-11','520',' 상왕십리역 4번 출구 앞','정기','F','~10대',4,606.09,6.59,28450,203
113,113,113,113,113,113,113,'2017-11','521',' 왕십리역 11번 출구 앞','정기','F','~10대',3,171.02,1.62,6970,114
114,114,114,114,114,114,114,'2017-11','525',' 한양대병원사거리','정기','F','~10대',9,1063.96,10.55,45440,305
115,115,115,115,115,115,115,'2017-11','526',' 용답토속공원 앞','정기','F','~10대',3,55.83,0.62,2660,17
116,116,116,116,116,116,116,'2017-11','529',' 장한평역 8번 출구 앞','정기','F','~10대',3,132.21,1.41,6070,65
117,117,117,117,117,117,117,'2017-11','530',' 청계벽산아파트 앞','정기','F','~10대',6,164.22,1.67,7140,38
118,118,118,118,118,118,118,'2017-11','535',' 응봉삼거리','정기','F','~10대',1,83.91,0.76,3260,25
119,119,119,119,119,119,119,'2017-11','536',' 행당역 2번출구 앞','정기','F','~10대',3,49.09,0.59,2530,12
120,120,120,120,120,120,120,'2017-11','537',' 한양대후문역 부근','정기','F','~10대',4,606.98,5.68,24480,143
121,121,121,121,121,121,121,'2017-11','123',' 문화촌 공원','정기','F','~10대',5,1006.59,9.72,41840,183
122,122,122,122,122,122,122,'2017-11','538',' 답십리역 8번출구 앞','정기','F','~10대',4,352.91,3.27,14120,77
123,123,123,123,123,123,123,'2017-11','539',' 군자교교차로','정기','F','~10대',11,210.15,2.12,9150,52
124,124,124,124,124,124,124,'2017-11','540',' 군자역 7번출구 베스트샵 앞','정기','F','~10대',13,249.8,2.45,10580,82
125,125,125,125,125,125,125,'2017-11','542',' 강변역 4번출구 뒤','정기','F','~10대',2,150.31,1.53,6560,33
126,126,126,126,126,126,126,'2017-11','543',' 구의공원(테크노마트 앞)','정기','F','~10대',6,258.54,2.76,11870,127
127,127,127,127,127,127,127,'2017-11','544',' 광남중학교','정기','F','~10대',9,1266.33,12.57,54200,319
128,128,128,128,128,128,128,'2017-11','546',' 잠실대교북단 교차로','정기','F','~10대',2,72.66,0.65,2800,29
129,129,129,129,129,129,129,'2017-11','549',' 아차산역 3번출구','정기','F','~10대',5,278.37,2.79,12030,100
130,130,130,130,130,130,130,'2017-11','124',' 서강대 정문 건너편','정기','F','~10대',7,135.6,1.61,6940,71
131,131,131,131,131,131,131,'2017-11','602',' 장안동 사거리','정기','F','~10대',2,89.58,0.81,3480,38
132,132,132,132,132,132,132,'2017-11','604',' 답십리초등학교 옆 공원','정기','F','~10대',7,246.59,2.97,12790,96
133,133,133,133,133,133,133,'2017-11','605',' 신설동역8번출구','정기','F','~10대',2,131.84,1.33,5740,38
134,134,134,134,134,134,134,'2017-11','607',' 신이문역 2번출구','정기','F','~10대',3,121.52,1.35,5790,38
135,135,135,135,135,135,135,'2017-11','608',' 전농삼성아파트','정기','F','~10대',1,9.68,0.11,470,3
136,136,136,136,136,136,136,'2017-11','125',' 서강대 남문 옆','정기','F','~10대',12,161.59,1.84,7860,175
137,137,137,137,137,137,137,'2017-11','610',' 동대문중 교차로','정기','F','~10대',1,127.93,1.15,4970,48
138,138,138,138,138,138,138,'2017-11','613',' 신설동역 10번출구 앞','정기','F','~10대',13,416.54,4.24,18290,201
139,139,139,139,139,139,139,'2017-11','614',' 용두동 사거리','정기','F','~10대',5,186.81,1.78,7670,61
140,140,140,140,140,140,140,'2017-11','615',' 용두동 레미안허브리츠아파트 앞','정기','F','~10대',7,151.63,1.51,6490,46
141,141,141,141,141,141,141,'2017-11','616',' 서울시립대 앞','정기','F','~10대',14,226.08,2.53,10980,85
142,142,142,142,142,142,142,'2017-11','617',' 청솔우성아파트 앞','정기','F','~10대',1,21.88,0.2,850,7
143,143,143,143,143,143,143,'2017-11','227',' 양평2나들목 보행통로 입구','정기','F','~10대',16,2507.09,22.59,97400,835
144,144,144,144,144,144,144,'2017-11','229',' 양평1 보행육교 앞','정기','F','~10대',1,61.55,0.54,2320,27
145,145,145,145,145,145,145,'2017-11','126',' 서강대 후문 옆','정기','F','~10대',40,921.64,10.51,45280,352
146,146,146,146,146,146,146,'2017-11','232',' 양평우림 이비즈센타 앞','정기','F','~10대',8,92.67,1.2,5200,36
147,147,147,147,147,147,147,'2017-11','233',' YP 센터 앞','정기','F','~10대',1,13.03,0.16,700,4
148,148,148,148,148,148,148,'2017-11','234',' 영등포구민체육센터 앞','정기','F','~10대',1,21.76,0.19,820,25
149,149,149,149,149,149,149,'2017-11','235',' 신길동 우리은행 옆','정기','F','~10대',3,239.09,2.46,10620,80
150,150,150,150,150,150,150,'2017-11','237',' 보라매 두산위브 건너편','정기','F','~10대',7,374.18,4.41,19060,170
151,151,151,151,151,151,151,'2017-11','238',' 제2구민체육센타 앞','정기','F','~10대',1,46.85,0.42,1820,17
152,152,152,152,152,152,152,'2017-11','239',' 유스호스텔 앞','정기','F','~10대',8,555.54,5.41,23300,151
153,153,153,153,153,153,153,'2017-11','240',' 문래역 4번출구 앞','정기','F','~10대',1,20.08,0.18,780,6
154,154,154,154,154,154,154,'2017-11','127',' 현대벤처빌 앞','정기','F','~10대',25,379.39,5.23,22540,130
155,155,155,155,155,155,155,'2017-11','242',' 신길선원가와인아파트 앞','정기','F','~10대',1,109.65,0.99,4260,26
156,156,156,156,156,156,156,'2017-11','243',' 이앤씨드림타워 앞','정기','F','~10대',1,32.69,0.29,1270,9
157,157,157,157,157,157,157,'2017-11','245',' 삼성생명 당산사옥 앞','정기','F','~10대',1,40.72,0.45,1940,21
158,158,158,158,158,158,158,'2017-11','247',' 당산역 10번출구 앞','정기','F','~10대',1,178.12,1.61,6920,29
159,159,159,159,159,159,159,'2017-11','248',' 초원아파트 앞','정기','F','~10대',1,211.46,2.48,10680,60
160,160,160,160,160,160,160,'2017-11','250',' 대림아파트 사거리','정기','F','~10대',1,40.41,0.36,1570,11
161,161,161,161,161,161,161,'2017-11','101',' (구)합정동 주민센터','정기','F','~10대',1,78.71,0.87,3750,27
162,162,162,162,162,162,162,'2017-11','128',' 신촌역(2호선) 1번출구 옆','정기','F','~10대',4,70.1,0.7,3080,28
163,163,163,163,163,163,163,'2017-11','252',' 보라매역4번출구','정기','F','~10대',5,94.4,0.96,4150,48
164,164,164,164,164,164,164,'2017-11','253',' 신풍역 5번출구 인근','정기','F','~10대',1,938.7,9.48,40870,9
165,165,165,165,165,165,165,'2017-11','256',' 동아에코빌입구','정기','F','~10대',5,161.18,2.01,8660,89
166,166,166,166,166,166,166,'2017-11','257',' 신길삼거리(우리은행)','정기','F','~10대',1,49.94,0.45,1940,14
167,167,167,167,167,167,167,'2017-11','259',' 대방역6번출구','정기','F','~10대',3,85.71,0.78,3330,19
168,168,168,168,168,168,168,'2017-11','700',' KB국민은행 염창역 지점 앞','정기','F','~10대',2,57.7,0.56,2420,23
169,169,169,169,169,169,169,'2017-11','702',' 목4동주민센터 옆','정기','F','~10대',4,292.15,2.63,11350,75
170,170,170,170,170,170,170,'2017-11','703',' 오목교역 7번출구 앞','정기','F','~10대',2,60.49,0.75,3250,22
171,171,171,171,171,171,171,'2017-11','704',' 남부법원검찰청 교차로','정기','F','~10대',1,36.42,0.34,1460,8
172,172,172,172,172,172,172,'2017-11','708',' 서울출입국관리사무소 앞','정기','F','~10대',2,257.15,2.32,9990,76
173,173,173,173,173,173,173,'2017-11','709',' 신정3동 현장민원실 앞','정기','F','~10대',1,14.07,0.17,740,5
174,174,174,174,174,174,174,'2017-11','710',' 서부화물트럭터미널 사거리','정기','F','~10대',8,132.31,1.61,6960,44
175,175,175,175,175,175,175,'2017-11','130',' 신촌역(2호선) 7번출구 앞','정기','F','~10대',10,398.33,4.05,17500,129
176,176,176,176,176,176,176,'2017-11','714',' 한국SGI 양천문화회관 앞','정기','F','~10대',5,145.63,1.58,6810,43
177,177,177,177,177,177,177,'2017-11','800',' 목월공원 앞','정기','F','~10대',12,484.34,5.06,21810,151
178,178,178,178,178,178,178,'2017-11','802',' 한강진역 2번 출구 앞','정기','F','~10대',1,190.5,1.53,6590,43
179,179,179,179,179,179,179,'2017-11','803',' 한남초교 앞 보도육교','정기','F','~10대',1,197.98,2.0,8620,45
180,180,180,180,180,180,180,'2017-11','805',' 문배어린이공원 앞','정기','F','~10대',6,240.83,2.47,10640,86
181,181,181,181,181,181,181,'2017-11','806',' 전자랜드 본관 앞','정기','F','~10대',1,51.62,0.55,2370,17
182,182,182,182,182,182,182,'2017-11','810',' 이태원지하보도','정기','F','~10대',1,49.14,0.39,1700,12
183,183,183,183,183,183,183,'2017-11','811',' 녹사평역1번출구','정기','F','~10대',12,423.82,4.4,18920,173
184,184,184,184,184,184,184,'2017-11','813',' 삼각지역 3번출구','정기','F','~10대',2,156.06,1.36,5830,43
185,185,185,185,185,185,185,'2017-11','815',' LIG강촌아파트 103동앞','정기','F','~10대',1,122.15,1.35,5820,42
186,186,186,186,186,186,186,'2017-11','385',' 종각역 5번출구','정기','F','~10대',1,34.4,0.42,1810,11
187,187,187,187,187,187,187,'2017-11','386',' 올림픽기념 국민생활관 앞','정기','F','~10대',1,27.24,0.2,860,53
188,188,188,188,188,188,188,'2017-11','132',' 창천문화공원','정기','F','~10대',4,125.05,1.28,5540,110
189,189,189,189,189,189,189,'2017-11','182',' 망원2빗물펌프장 앞','정기','F','~10대',1,45.65,0.44,1890,19
190,190,190,190,190,190,190,'2017-11','183',' 하늘채코오롱아파트 건너편','정기','F','~10대',2,165.96,1.53,6600,57
191,191,191,191,191,191,191,'2017-11','184',' SK망원동주유소 건너편','정기','F','~10대',2,39.3,0.33,1450,20
192,192,192,192,192,192,192,'2017-11','185',' 마포 신수공원 앞','정기','F','~10대',24,1040.8,10.71,46110,255
193,193,193,193,193,193,193,'2017-11','186',' 월드컵공원','정기','F','~10대',2,199.83,1.95,8410,115
194,194,194,194,194,194,194,'2017-11','177',' 북가좌 초등학교','정기','F','~10대',1,23.51,0.26,1120,10
195,195,195,195,195,195,195,'2017-11','188',' 홍은동 정원여중 입구','정기','F','~10대',21,1057.66,10.31,44490,231
196,196,196,196,196,196,196,'2017-11','191',' 정명학원','정기','F','~10대',1,115.32,1.06,4550,23
197,197,197,197,197,197,197,'2017-11','133',' 해담는다리','정기','F','~10대',2,74.21,0.67,2860,16
198,198,198,198,198,198,198,'2017-11','194',' 증산교 앞','정기','F','~10대',11,363.45,4.63,20040,127
199,199,199,199,199,199,199,'2017-11','195',' 모래내고가차도 ','정기','F','~10대',1,21.38,0.17,720,3
200,200,200,200,200,200,200,'2017-11','198',' 충정2교','정기','F','~10대',1,24.59,0.32,1380,8
201,201,201,201,201,201,201,'2017-11','557',' 도선동 주민센터 앞','정기','F','~10대',1,25.23,0.23,980,14
202,202,202,202,202,202,202,'2017-11','134',' 연세로 명물길','정기','F','~10대',1,30.77,0.43,1850,12
203,203,203,203,203,203,203,'2017-11','559',' 왕십리역 4번 출구 건너편','정기','F','~10대',3,46.77,0.56,2410,52
204,204,204,204,204,204,204,'2017-11','560',' 비전교회 앞','정기','F','~10대',13,812.82,7.39,31820,173
205,205,205,205,205,205,205,'2017-11','561',' 서울숲역 2번출구 앞','정기','F','~10대',3,213.28,2.15,9300,157
206,206,206,206,206,206,206,'2017-11','565',' 옥수역 3번출구','정기','F','~10대',3,443.95,4.66,20100,120
207,207,207,207,207,207,207,'2017-11','568',' 청계8가사거리 부근','정기','F','~10대',2,280.82,2.53,10910,89
208,208,208,208,208,208,208,'2017-11','578',' 성동세무서 부근','정기','F','~10대',2,98.63,0.95,4090,86
209,209,209,209,209,209,209,'2017-11','579',' 마장역 4번출구','정기','F','~10대',5,121.48,1.08,4720,32
210,210,210,210,210,210,210,'2017-11','582',' 경일중학교 앞','정기','F','~10대',11,372.16,3.55,15380,116
211,211,211,211,211,211,211,'2017-11','583',' 청계천 생태교실 앞','정기','F','~10대',5,1352.69,12.7,54740,296
212,212,212,212,212,212,212,'2017-11','551',' 구의삼성쉐르빌 앞','정기','F','~10대',5,102.36,1.29,5500,45
213,213,213,213,213,213,213,'2017-11','552',' 대림아크로리버 앞','정기','F','~10대',6,192.77,1.99,8540,77
214,214,214,214,214,214,214,'2017-11','136',' 대흥동 주민센터','정기','F','~10대',25,447.03,5.02,21600,140
215,215,215,215,215,215,215,'2017-11','571',' 어린이대공원역6번출구','정기','F','~10대',18,478.98,4.39,18840,124
216,216,216,216,216,216,216,'2017-11','573',' 구의문주차장 앞','정기','F','~10대',23,667.94,6.49,27970,188
217,217,217,217,217,217,217,'2017-11','574',' 아차산역4번출구','정기','F','~10대',2,204.93,2.13,9160,74
218,218,218,218,218,218,218,'2017-11','576',' 광나루역 3번 출구','정기','F','~10대',3,111.43,1.08,4690,43
219,219,219,219,219,219,219,'2017-11','577',' 광진청소년수련관','정기','F','~10대',4,376.6,3.68,15850,87
220,220,220,220,220,220,220,'2017-11','621',' 동대문중학교 옆','정기','F','~10대',1,22.05,0.22,960,6
221,221,221,221,221,221,221,'2017-11','137',' NH농협 신촌지점 앞','정기','F','~10대',3,63.54,0.74,3190,20
222,222,222,222,222,222,222,'2017-11','622',' 전농사거리 교통섬','정기','F','~10대',4,182.54,1.78,7660,50
223,223,223,223,223,223,223,'2017-11','623',' 서울시립대 정문 앞','정기','F','~10대',14,761.2,8.78,37820,289
224,224,224,224,224,224,224,'2017-11','624',' 전농동 동아아파트 앞','정기','F','~10대',18,993.2,8.31,35770,233
225,225,225,225,225,225,225,'2017-11','625',' 답십리초등학교 앞(현대시장 옆)','정기','F','~10대',1,126.17,1.64,7080,44
226,226,226,226,226,226,226,'2017-11','631',' 답십리역 1번출구','정기','F','~10대',1,67.54,0.88,3790,19
227,227,227,227,227,227,227,'2017-11','102',' 망원역 1번출구 앞','정기','F','~10대',5,240.74,2.25,9660,145
228,228,228,228,228,228,228,'2017-11','633',' 청량리 기업은행 앞','정기','F','~10대',6,205.38,2.11,9090,108
229,229,229,229,229,229,229,'2017-11','634',' 외국어대 정문 앞','정기','F','~10대',11,712.51,7.03,30300,569
230,230,230,230,230,230,230,'2017-11','635',' 시조사 앞 (청량고정문 옆)','정기','F','~10대',5,131.88,1.38,5960,90
231,231,231,231,231,231,231,'2017-11','637',' KAIST 경영대학 앞','정기','F','~10대',5,311.06,2.96,12760,82
232,232,232,232,232,232,232,'2017-11','638',' 서울시립대 정보기술관','정기','F','~10대',3,296.6,3.48,14980,137
